hotspot_id,slot_date,slot_hour,crash_occurred,risk_score,risk_tier,baseline_rate,relative_risk,primary_road,center_lat,center_lng,district_id
773,2026-01-11,17,0,0.159,critical,0.1064,1.49,I-10 E/B (SAN BERNARDINO FREEWAY),34.067130940062086,-118.04355151935832,7.0
157,2026-01-11,18,0,0.1481,critical,0.1079,1.37,SR-242 N/B,37.99547167667793,-122.04030692700088,3.0
3642,2026-01-11,0,0,0.1369,critical,0.0731,1.87,PIER AV,33.866117520151384,-118.40022532317133,7.0
66,2026-01-11,18,0,0.1251,critical,0.079,1.58,I-80 E/B,37.77830367467608,-122.3974790818798,3.0
69,2026-01-11,1,0,0.1244,critical,0.0712,1.75,US-101 S/B TO I-80 E/B,37.77006830977627,-122.40050661792,3.0
388,2026-01-11,17,0,0.1222,high,0.1699,0.72,I-280 S/B,37.31981317461266,-121.95743134104193,4.0
717,2026-01-11,19,0,0.1202,high,0.1068,1.13,I-10 E/B,34.028768309937455,-118.441544377354,7.0
432,2026-01-11,0,0,0.1192,high,0.07,1.7,SR-99 S/B,37.446914091642974,-120.79859107931388,5.0
201,2026-01-11,18,0,0.1151,high,0.0913,1.26,I-5 S/B,38.57947612103728,-121.51173123242788,3.0
41,2026-01-11,16,0,0.1145,high,0.0785,1.46,I-580 E/B,37.811734233029824,-122.25180374318556,3.0
388,2026-01-11,18,0,0.1142,high,0.0874,1.31,I-280 S/B,37.31981317461266,-121.95743134104193,4.0
580,2026-01-11,18,0,0.1124,high,0.0788,1.43,SR-91 EASTBOUND,33.8666472304603,-117.7108579396243,7.0
809,2026-01-11,18,0,0.1123,high,0.078,1.44,SR-134 E/B (VENTURA FREEWAY),34.15612120265988,-118.3053883090698,7.0
879,2026-01-11,18,0,0.1123,high,0.0785,1.43,I-10 W/B (SAN BERNARDINO FWY),34.068691824454206,-117.99498217445068,7.0
41,2026-01-11,15,0,0.1082,high,0.0909,1.19,I-580 E/B,37.811734233029824,-122.25180374318556,3.0
3358,2026-01-11,18,0,0.1078,high,0.0913,1.18,I-5 N/B (GOLDEN STATE FREEWAY),34.185667284124094,-118.31289028307803,7.0
340,2026-01-11,15,0,0.1071,high,0.0934,1.15,I-680 N/B,37.3456304621935,-121.84306486557718,4.0
2446,2026-01-11,18,0,0.1059,high,0.0788,1.34,SHAW AVE,36.80491242274416,-119.77436575203298,5.0
11,2026-01-11,15,0,0.1057,high,0.0969,1.09,I-80 E/B,38.22153694579977,-122.1377651520369,3.0
328,2026-01-11,18,0,0.1052,high,0.082,1.28,I-5 N/B,37.78262870364418,-121.3052859563872,3.0
696,2026-01-11,18,0,0.1049,high,0.0769,1.36,I-405 S/B (SAN DIEGO FWY),34.23955652273387,-118.47356423422308,7.0
938,2026-01-11,18,0,0.1049,high,0.0758,1.38,I-110 N/B (HARBOR FREEWAY),33.951491356425535,-118.2807306913394,7.0
3485,2026-01-11,18,0,0.1044,high,0.0898,1.16,SANTA MONICA BL,34.093313101683194,-118.34926741942992,7.0
596,2026-01-11,18,0,0.1043,high,0.0756,1.38,SR-60 E/B,33.99769321987988,-117.87931743138374,7.0
62,2026-01-11,18,0,0.1041,high,0.0754,1.38,I-80 E/B,37.77590978451556,-122.40787564835524,3.0
