hotspot_id,slot_date,slot_hour,crash_occurred,risk_score,risk_tier,baseline_rate,relative_risk,primary_road,center_lat,center_lng,district_id
1348,2026-01-10,17,0,0.1348,critical,0.1009,1.34,SR-37 E/B,38.14980428980558,-122.45118708320892,3.0
246,2026-01-10,17,0,0.1227,critical,0.0951,1.29,US-101 S/B,37.51650063114303,-122.25592592862684,3.0
215,2026-01-10,2,0,0.1003,critical,0.0174,5.77,US-50 W/B,38.558369268419725,-121.47150882379776,3.0
1681,2026-01-10,2,0,0.0927,high,0.0215,4.32,FLORIN RD,38.49627677322055,-121.44701494980336,3.0
196,2026-01-10,17,0,0.0907,high,0.0917,0.99,US-50 E/B,38.56776023791977,-121.49689757980995,3.0
191,2026-01-10,15,0,0.0903,high,0.0899,1.0,SR-65 S/B,38.78617211289298,-121.28686010421568,3.0
242,2026-01-10,18,0,0.0902,high,0.1027,0.88,SR-51 S/B,38.63550100267892,-121.3935040335774,3.0
191,2026-01-10,14,0,0.0875,high,0.0899,0.97,SR-65 S/B,38.78617211289298,-121.28686010421568,3.0
1620,2026-01-10,16,0,0.0853,high,0.0787,1.08,SHELDON RD,38.43878223813384,-121.4014463689413,3.0
2030,2026-01-10,15,0,0.0842,high,0.0782,1.08,SR-99 N/B,37.96959387683225,-121.2435471618547,3.0
1335,2026-01-10,15,0,0.0836,high,0.0814,1.03,I-80 E/B,38.086411626002096,-122.23592931754646,3.0
1420,2026-01-10,15,0,0.0833,high,0.0791,1.05,APPIAN WAY,37.97476152004496,-122.29642413869662,3.0
1367,2026-01-10,13,0,0.0808,high,0.0677,1.19,NUT TREE RD,38.36726927386784,-121.95843367133442,3.0
1677,2026-01-10,16,0,0.0782,medium,0.1018,0.77,FLORIN RD,38.49395057825972,-121.45756784647276,3.0
1979,2026-01-10,17,0,0.0762,medium,0.0572,1.33,EIGHT MILE RD,38.05673159479216,-121.25838204250722,3.0
191,2026-01-10,17,0,0.076,medium,0.0757,1.0,SR-65 S/B,38.78617211289298,-121.28686010421568,3.0
209,2026-01-10,17,0,0.076,medium,0.0757,1.0,SR-51 S/B,38.5934537314883,-121.44837188633296,3.0
1337,2026-01-10,15,0,0.0757,medium,0.0583,1.3,I-80 W/B,38.10284707480377,-122.22982261200484,3.0
242,2026-01-10,15,0,0.0751,medium,0.0747,1.01,SR-51 S/B,38.63550100267892,-121.3935040335774,3.0
1873,2026-01-10,15,1,0.0743,medium,0.058,1.28,CLARIBEL RD,37.707233609669984,-120.95865651235036,3.0
1515,2026-01-10,18,0,0.0743,medium,0.0574,1.29,MONUMENT BLVD,37.95671753885031,-122.04520133196864,3.0
196,2026-01-10,16,0,0.0742,medium,0.0721,1.03,US-50 E/B,38.56776023791977,-121.49689757980995,3.0
75,2026-01-10,15,0,0.0741,medium,0.0573,1.29,SR-24 E/B,37.87064641771981,-122.1918449286171,3.0
1367,2026-01-10,15,0,0.0735,medium,0.0756,0.97,NUT TREE RD,38.36726927386784,-121.95843367133442,3.0
1873,2026-01-10,16,0,0.0734,medium,0.058,1.27,CLARIBEL RD,37.707233609669984,-120.95865651235036,3.0
1537,2026-01-10,17,0,0.0733,medium,0.0567,1.29,BRENTWOOD BL,37.93685922422069,-121.69825160719697,3.0
190,2026-01-10,14,0,0.0729,medium,0.0756,0.96,SR-99 N/B,38.29310541153365,-121.31248096711155,3.0
1348,2026-01-10,15,1,0.0721,medium,0.0706,1.02,SR-37 E/B,38.14980428980558,-122.45118708320892,3.0
190,2026-01-10,15,0,0.0716,medium,0.0702,1.02,SR-99 N/B,38.29310541153365,-121.31248096711155,3.0
1284,2026-01-10,16,0,0.0715,medium,0.0739,0.97,REDWOOD ST,38.1203402405091,-122.25199764394884,3.0
191,2026-01-10,18,0,0.0714,medium,0.0568,1.26,SR-65 S/B,38.78617211289298,-121.28686010421568,3.0
1851,2026-01-10,18,0,0.0714,medium,0.0793,0.9,CHERRY ST,37.52033092725812,-122.00698054218192,3.0
1866,2026-01-10,15,0,0.0713,medium,0.0548,1.3,GROVE WAY,37.68513368021296,-122.07935582488231,3.0
211,2026-01-10,14,0,0.0712,medium,0.0768,0.93,SR-51 N/B,38.585265387256655,-121.4515173831824,3.0
1976,2026-01-10,15,0,0.0712,medium,0.0585,1.22,MARCH LN,38.005103804632725,-121.28777797103191,3.0
1335,2026-01-10,12,0,0.0711,medium,0.0814,0.87,I-80 E/B,38.086411626002096,-122.23592931754646,3.0
65,2026-01-10,17,0,0.0711,medium,0.0708,1.0,I-80 W/B,37.78893156576139,-122.38405216589872,3.0
1284,2026-01-10,17,0,0.0711,medium,0.0555,1.28,REDWOOD ST,38.1203402405091,-122.25199764394884,3.0
1712,2026-01-10,17,0,0.0711,medium,0.0726,0.98,AUBURN BLVD,38.66933839021508,-121.3417322052268,3.0
1367,2026-01-10,18,0,0.0711,medium,0.0756,0.94,NUT TREE RD,38.36726927386784,-121.95843367133442,3.0
257,2026-01-10,17,0,0.0708,medium,0.0583,1.21,I-880 S/B,37.525046029005296,-121.98616579257148,3.0
1445,2026-01-10,15,0,0.0707,medium,0.0648,1.09,I-280 S/B,37.686344944478,-122.46926556276983,3.0
211,2026-01-10,17,0,0.0707,medium,0.0807,0.88,SR-51 N/B,38.585265387256655,-121.4515173831824,3.0
1372,2026-01-10,15,0,0.0706,medium,0.0636,1.11,LAGUNA BLVD,38.42129228416631,-121.44678410731196,3.0
65,2026-01-10,15,0,0.0705,medium,0.0551,1.28,I-80 W/B,37.78893156576139,-122.38405216589872,3.0
263,2026-01-10,15,0,0.0705,medium,0.0707,1.0,I-880 N/B,37.572152901019976,-122.04496232388688,3.0
246,2026-01-10,16,0,0.0705,medium,0.0581,1.21,US-101 S/B,37.51650063114303,-122.25592592862684,3.0
1321,2026-01-10,18,0,0.0705,medium,0.0742,0.95,TRAVIS BOULEVARD,38.25695971702244,-122.04785516138192,3.0
1468,2026-01-10,21,0,0.0705,medium,0.038,1.86,CASTRO VALLEY BLVD,37.69100702246669,-122.08671589360328,3.0
1618,2026-01-10,16,0,0.0704,medium,0.0555,1.27,BRADSHAW RD,38.56631986199224,-121.33305987536691,3.0
1618,2026-01-10,17,0,0.0704,medium,0.0555,1.27,BRADSHAW RD,38.56631986199224,-121.33305987536691,3.0
2005,2026-01-10,15,0,0.0702,medium,0.06,1.17,WILSON WAY,37.98735333727516,-121.26566023651388,3.0
1822,2026-01-10,15,0,0.0701,medium,0.0677,1.04,US-50 E/B,38.58964438963721,-121.2950232137617,3.0
1372,2026-01-10,17,0,0.0701,medium,0.0636,1.1,LAGUNA BLVD,38.42129228416631,-121.44678410731196,3.0
1466,2026-01-10,16,0,0.07,medium,0.0718,0.97,I-238 N/B,37.68863936803037,-122.09713152085916,3.0
1625,2026-01-10,16,0,0.07,medium,0.0699,1.0,LAGUNA BLVD,38.42470823614056,-121.3971867521651,3.0
263,2026-01-10,17,0,0.07,medium,0.0707,0.99,I-880 N/B,37.572152901019976,-122.04496232388688,3.0
1689,2026-01-10,17,0,0.0699,medium,0.0798,0.88,COUNTY ROAD 102,38.66595303306548,-121.72973540732016,3.0
49,2026-01-10,15,0,0.0698,medium,0.0772,0.9,I-80 E/B,37.86089853888113,-122.3003690012847,3.0
49,2026-01-10,16,0,0.0698,medium,0.0772,0.9,I-80 E/B,37.86089853888113,-122.3003690012847,3.0
1321,2026-01-10,16,0,0.0698,medium,0.0593,1.18,TRAVIS BOULEVARD,38.25695971702244,-122.04785516138192,3.0
2030,2026-01-10,17,0,0.0697,medium,0.0608,1.15,SR-99 N/B,37.96959387683225,-121.2435471618547,3.0
49,2026-01-10,17,0,0.0696,medium,0.0557,1.25,I-80 E/B,37.86089853888113,-122.3003690012847,3.0
1620,2026-01-10,17,1,0.0696,medium,0.0639,1.09,SHELDON RD,38.43878223813384,-121.4014463689413,3.0
63,2026-01-10,15,0,0.0694,medium,0.0658,1.06,US-101 S/B,37.76767429993757,-122.41090208757478,3.0
1677,2026-01-10,15,0,0.0694,medium,0.0588,1.18,FLORIN RD,38.49395057825972,-121.45756784647276,3.0
2005,2026-01-10,16,0,0.0694,medium,0.06,1.16,WILSON WAY,37.98735333727516,-121.26566023651388,3.0
1337,2026-01-10,14,0,0.0693,medium,0.0738,0.94,I-80 W/B,38.10284707480377,-122.22982261200484,3.0
1610,2026-01-10,16,0,0.0693,medium,0.0651,1.06,ELK GROVE FLORIN RD,38.48208176731181,-121.37515345978876,3.0
1638,2026-01-10,16,0,0.0693,medium,0.0687,1.01,STOCKTON BLVD,38.50092662674204,-121.42590572896444,3.0
1979,2026-01-10,15,0,0.0692,medium,0.0624,1.11,EIGHT MILE RD,38.05673159479216,-121.25838204250722,3.0
2025,2026-01-10,15,0,0.0692,medium,0.0683,1.01,HARDING WY,37.96860155794317,-121.28246393290914,3.0
171,2026-01-10,18,0,0.0692,medium,0.0702,0.99,SR-4 E/B,38.01680948469543,-121.87911725375317,3.0
1497,2026-01-10,18,0,0.0692,medium,0.0728,0.95,BELLAM BLVD,37.95733552769389,-122.50302309575528,3.0
1856,2026-01-10,16,0,0.0691,medium,0.0697,0.99,FOSTER CITY BL,37.55885303721078,-122.26887702435047,3.0
1348,2026-01-10,18,0,0.0691,medium,0.0656,1.05,SR-37 E/B,38.14980428980558,-122.45118708320892,3.0
61,2026-01-10,17,0,0.0689,medium,0.0666,1.04,US-101 N/B,37.77351509723814,-122.4182710369247,3.0
1810,2026-01-10,17,0,0.0687,medium,0.0627,1.1,FULTON AVE,38.61094237808409,-121.40295891313102,3.0
2025,2026-01-10,17,0,0.0687,medium,0.0683,1.01,HARDING WY,37.96860155794317,-121.28246393290914,3.0
1856,2026-01-10,14,0,0.0686,medium,0.0755,0.91,FOSTER CITY BL,37.55885303721078,-122.26887702435047,3.0
65,2026-01-10,16,0,0.0686,medium,0.0669,1.03,I-80 W/B,37.78893156576139,-122.38405216589872,3.0
191,2026-01-10,16,0,0.0686,medium,0.0663,1.04,SR-65 S/B,38.78617211289298,-121.28686010421568,3.0
1712,2026-01-10,16,0,0.0686,medium,0.059,1.16,AUBURN BLVD,38.66933839021508,-121.3417322052268,3.0
63,2026-01-10,16,0,0.0685,medium,0.0564,1.22,US-101 S/B,37.76767429993757,-122.41090208757478,3.0
242,2026-01-10,17,0,0.0685,medium,0.056,1.22,SR-51 S/B,38.63550100267892,-121.3935040335774,3.0
1610,2026-01-10,18,0,0.0685,medium,0.0705,0.97,ELK GROVE FLORIN RD,38.48208176731181,-121.37515345978876,3.0
1810,2026-01-10,18,0,0.0685,medium,0.0588,1.17,FULTON AVE,38.61094237808409,-121.40295891313102,3.0
1497,2026-01-10,15,0,0.0684,medium,0.0607,1.13,BELLAM BLVD,37.95733552769389,-122.50302309575528,3.0
1625,2026-01-10,15,0,0.0684,medium,0.0617,1.11,LAGUNA BLVD,38.42470823614056,-121.3971867521651,3.0
1627,2026-01-10,16,0,0.0684,medium,0.0629,1.09,ELSIE AVE,38.47279640205255,-121.417376970641,3.0
1810,2026-01-10,16,0,0.0684,medium,0.0627,1.09,FULTON AVE,38.61094237808409,-121.40295891313102,3.0
1367,2026-01-10,17,0,0.0684,medium,0.0597,1.15,NUT TREE RD,38.36726927386784,-121.95843367133442,3.0
1420,2026-01-10,17,0,0.0684,medium,0.0609,1.12,APPIAN WAY,37.97476152004496,-122.29642413869662,3.0
1431,2026-01-10,17,0,0.0684,medium,0.0608,1.13,AIRPORT BL,37.656059713219136,-122.40432714727427,3.0
1431,2026-01-10,16,0,0.0681,medium,0.0608,1.12,AIRPORT BL,37.656059713219136,-122.40432714727427,3.0
1431,2026-01-10,18,0,0.068,medium,0.0565,1.2,AIRPORT BL,37.656059713219136,-122.40432714727427,3.0
1610,2026-01-10,17,0,0.0679,medium,0.0597,1.14,ELK GROVE FLORIN RD,38.48208176731181,-121.37515345978876,3.0
1866,2026-01-10,18,0,0.0679,medium,0.0609,1.12,GROVE WAY,37.68513368021296,-122.07935582488231,3.0
65,2026-01-10,18,0,0.0678,medium,0.0708,0.96,I-80 W/B,37.78893156576139,-122.38405216589872,3.0
196,2026-01-10,18,0,0.0678,medium,0.0557,1.22,US-50 E/B,38.56776023791977,-121.49689757980995,3.0
1620,2026-01-10,18,0,0.0678,medium,0.0639,1.06,SHELDON RD,38.43878223813384,-121.4014463689413,3.0
1627,2026-01-10,18,0,0.0678,medium,0.0664,1.02,ELSIE AVE,38.47279640205255,-121.417376970641,3.0
1638,2026-01-10,18,0,0.0678,medium,0.0687,0.99,STOCKTON BLVD,38.50092662674204,-121.42590572896444,3.0
1712,2026-01-10,18,0,0.0678,medium,0.0636,1.07,AUBURN BLVD,38.66933839021508,-121.3417322052268,3.0
1445,2026-01-10,18,0,0.0677,medium,0.0801,0.85,I-280 S/B,37.686344944478,-122.46926556276983,3.0
