hotspot_id,slot_date,slot_hour,crash_occurred,risk_score,risk_tier,baseline_rate,relative_risk,primary_road,center_lat,center_lng,district_id
2022,2026-01-12,17,0,0.2866,critical,0.1013,2.83,AIRPORT WY,37.95445832014117,-121.27823680493827,3.0
1518,2026-01-12,17,0,0.2452,critical,0.1085,2.26,I-680 N/B,37.98251057853568,-122.06427332319596,3.0
249,2026-01-12,17,0,0.2405,critical,0.1179,2.04,US-101 N/B,37.53997734680946,-122.28532820290184,3.0
217,2026-01-12,18,0,0.2204,critical,0.1154,1.91,US-50 W/B,38.56069739939737,-121.4609505121279,3.0
52,2026-01-12,6,0,0.2031,critical,0.1057,1.92,I-80 W/B,37.82558433389739,-122.32293310226402,3.0
187,2026-01-12,17,0,0.1885,critical,0.1151,1.64,I-80 E/B,38.77090014189059,-121.25397669459534,3.0
219,2026-01-12,17,0,0.1682,critical,0.1102,1.53,SR-99 N/B,38.55017879406972,-121.474650969244,3.0
208,2026-01-12,17,0,0.1665,critical,0.1075,1.55,SR-51 N/B,38.57474874250542,-121.46522285338249,3.0
76,2026-01-12,17,0,0.1574,critical,0.0987,1.6,I-680 N/B,37.91321573892839,-122.07097401981076,3.0
275,2026-01-12,18,0,0.1542,critical,0.079,1.95,I-880 N/B,37.606291837124125,-122.06090825420868,3.0
229,2026-01-12,6,0,0.1534,critical,0.0791,1.94,SR-99 N/B,38.53612498646853,-121.4703786014146,3.0
262,2026-01-12,17,0,0.1516,critical,0.1036,1.46,I-880 S/B,37.5662680242383,-122.03761104937998,3.0
327,2026-01-12,18,0,0.1493,critical,0.0954,1.56,I-5 N/B,37.78032318564095,-121.31577844539156,3.0
100,2026-01-12,15,1,0.1486,critical,0.0982,1.51,I-80 E/B,37.87497196577323,-122.30470407566952,3.0
220,2026-01-12,18,0,0.1473,critical,0.0866,1.7,US-50 W/B,38.55362162905145,-121.4250006602594,3.0
1598,2026-01-12,18,0,0.147,critical,0.0788,1.87,ARBOGA RD,39.118809352908286,-121.57534043015076,3.0
59,2026-01-12,17,0,0.1469,critical,0.0791,1.86,US-101 N/B,37.72543382956027,-122.39787920606844,3.0
112,2026-01-12,15,0,0.1443,critical,0.1022,1.41,US-101 S/B,37.60206726026106,-122.37660597250414,3.0
1518,2026-01-12,18,0,0.1424,critical,0.0814,1.75,I-680 N/B,37.98251057853568,-122.06427332319596,3.0
57,2026-01-12,17,0,0.1408,critical,0.0922,1.53,I-80 W/B,37.83274535811673,-122.29170201637908,3.0
1326,2026-01-12,18,0,0.1402,critical,0.088,1.59,I-80 E/B,38.25221398741645,-122.06880615578524,3.0
181,2026-01-12,8,0,0.1394,critical,0.0861,1.62,I-580 WESTBOUND,37.69810105214203,-121.78796006882418,3.0
275,2026-01-12,17,0,0.1391,critical,0.0907,1.53,I-880 N/B,37.606291837124125,-122.06090825420868,3.0
